notebook_id,repo,notebook,commit,timestamp
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,42b191fcae6064b44d0a79e2b5f3abc3573ae701,1540809990
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,fe071a554d9671dfcc503c47b4afcefd0aa3a112,1540807899
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,40be251cca2cb76668540aff6bebe33526673223,1540807866
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,37fc8d1285d202be9c01cc874e5810697ed3887c,1540807628
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,69be851664994dca870a2c15e4abe7c271ae7eb7,1540807376
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,f50b440d5185fdc8cf2163676d46c56923a2f6ed,1540807306
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,9d1629460f98223c43ea1a0a5273d0e80d24bb0e,1540807165
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,e58d2297fa83fb312648823dc9d9f3418c8b72bd,1540807058
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,6418993cc7f2c84508fae9107b27de48c3ee286a,1540806277
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,051db875ffa7a0daad68b0dbed97b7a3cecae0bc,1540805821
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,b467697b89b527d3a81fe0efff249b93f003d96f,1540805107
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,82b0e355a7e60f23dd65881bef6ec23d8991820f,1540804901
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,2e638630b68d78dfe6433498e39f050d0cf8b8f5,1540804815
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,bc65dd57c81e4349477726db81f6209132d9b513,1540804555
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,f75f10c36a1c22baea854583d174147f8ec8fae7,1540804344
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,3ffcd4387245168b9edf7ed6c68b9df8c10ccc23,1540804297
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,9316b64cf5402b41ff9dfacc44e102d58be2567f,1540804031
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,215d8321d849f09809c0f04d91ee3a09e9d334e1,1540803828
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,5c02ddae11c290d2530c0ce5c925700793edaa21,1540803701
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,cc096c1f95d845938634e9caf651aeeb6cfe14ca,1540803695
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,68755a7601a81ff980a84993ba7a9870d411f84b,1540803452
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,ceeb52735ec958f37b711436096a479e0c78a60b,1540802983
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,e0dbcb1ac253a83ab6438485f6cbf604a6fb3da4,1540802856
0,JaeDukSeo/Daily-Neural-Network-Practice-2,Understanding_Concepts/PCA_Collection/b\ kernel\ pca.ipynb,5ada49abbc52cbfbe8d06358c15d9acc0f2c5ef4,1540800598
2,kaphka/imi-master-thesis,notebooks/data/hisdb.ipynb,e294bda8a5b76fbb69bfc5f0af856c2f3bc786bc,1522444536
2,kaphka/imi-master-thesis,notebooks/data/hisdb.ipynb,2af9869e49ca66bee75aea417a97ca4120ad28e9,1521743206
2,kaphka/imi-master-thesis,notebooks/data/hisdb.ipynb,4a66675fe86fbc64fc822d79aad7ed066c9ffb5c,1521726860
2,kaphka/imi-master-thesis,notebooks/data/hisdb.ipynb,5dbb8eac694a7cb159d39fc7bd6e0213ddf18d58,1521570380
2,kaphka/imi-master-thesis,notebooks/data/hisdb.ipynb,a6b63cfdf9d269edfd112e90a19f568d322cb633,1521137778
2,kaphka/imi-master-thesis,notebooks/data/hisdb.ipynb,1191dc9a327f2b4a500b97c86056961dfb1cf3c1,1521051534
2,kaphka/imi-master-thesis,notebooks/data/hisdb.ipynb,0e28d350a946b0cc0d48e821df10c25f781ff2f0,1521033076
2,kaphka/imi-master-thesis,notebooks/data/hisdb.ipynb,9053daf8373d80b93b85cb8c4e8364314f947254,1520941554
2,kaphka/imi-master-thesis,notebooks/data/hisdb.ipynb,5b1d1999be1649a9f46a5ef0a00b690a3b849b05,1520013644
2,kaphka/imi-master-thesis,notebooks/data/hisdb.ipynb,58d2c4fa105d1339114fadf702dfcc095d44f09c,1519410212
3,askdjango/networkons-201801,Python\ Day\ 3.ipynb,6a5719dde416fa91dd40ef8dacb2242255ac5f79,1516859817
3,askdjango/networkons-201801,Python\ Day\ 3.ipynb,dac43f9efb9e91aae5a6d726ebce1799a9fc8ea7,1516858739
3,askdjango/networkons-201801,Python\ Day\ 3.ipynb,565f3ce7885d47a2e0180bcbd9a0c72ab84e78d2,1516858354
3,askdjango/networkons-201801,Python\ Day\ 3.ipynb,5b8a08f74a17e756b630841fbd8ac719894ca3ea,1516855873
3,askdjango/networkons-201801,Python\ Day\ 3.ipynb,7f683f29bab66bcaec721436edd625ae42391fca,1516855413
3,askdjango/networkons-201801,Python\ Day\ 3.ipynb,7fc09ca724f3285633222f52609dd32b42ce5e93,1516854509
3,askdjango/networkons-201801,Python\ Day\ 3.ipynb,ea7b895d5b2e4b02e87569fc3c3ad624e41c10da,1516853462
3,askdjango/networkons-201801,Python\ Day\ 3.ipynb,68af818cbfebed2b657db210f4cd759e19f03deb,1516852857
